Name,Type,Latitude,Longitude
DDIC Diagonostics,Hospital,10.115382559142308,76.48166152180882
Vathiyath parking area,Hospital,10.110159987809627,76.47555790721228
S H Hospital Dharmagiri Arakkuzha,Hospital,9.928604151628612,76.60435848147375
Hospital Ground Family Health Center Munambam,Hospital,10.169686137710558,76.18176426692041
"Family Health Centre, Mulavukad",Hospital,10.01207987218846,76.26046817800237
Government Veterinary Hospital Ground,Hospital,10.13024629438604,76.19682848179066
"Primary Health Centre, Arakunnam",Hospital,9.885983353568491,76.43462090214574
"Primary Health Centre, Asamannoor",Hospital,10.103909842352516,76.5668617364393
Public Health Center Edavanakkad,Hospital,10.098266814450756,76.20586377043517
Amritha Hospital Ground,Hospital,10.034537999999998,76.22032879999999
Ayurvedha Hospital Vadakkekkara,Hospital,10.176607278343818,76.19700152592904
general hospital moothakunnam,Hospital,10.188201761719675,76.20207765787636
Primary Health Center,Hospital,10.18246150845655,76.18882584742603
"Community Health Centre, Kalady",Hospital,10.168933744124656,76.43236616962255
Cochi Eye Care,Hospital,10.12417739472524,76.33377362657507
ചാരീസ് മെഡിക്കൽ മിഷൻ ആശുപത്രി,Hospital,10.007560031846175,76.56970267609302
സബൈൻ ആശുപത്രിയും ഗവേഷണ കേന്ദ്രവും,Hospital,10.014031629443798,76.56771649181796
Carmel Medical Centre Thirumuppam,Hospital,10.092089795220724,76.26533629508664
Government Vetinery Hospital Puthanvelikkara,Hospital,10.19591685,76.2515956
Government Ayurveda Hospital,Hospital,10.196581878778805,76.25198332625273
Family Health Centre Elanji,Hospital,9.829840092727547,76.5418690436988
"Primary Health Centre ,Pizhala",Hospital,10.0536497614098,76.26140642003321
"Family Health Center, Manjapra",Hospital,10.21175654621701,76.45114332936987
"Govt.Hospital, Koothattukulam",Hospital,9.86439519949815,76.59637960937974
"Paithrukam Ayurcare Panchakarma Center, Piravom",Hospital,9.876859649999998,76.4862845
Sarathy Ayurvedic clinic,Hospital,10.112676435579004,76.3558636051354
Veterinary Sub Centre,Hospital,9.917201399999998,76.31449385
PS Mission Hospital,Hospital,9.93770671636945,76.32278389227247
"Primary Health Center, Chottanikkara",Hospital,9.92017770052222,76.39325644770523
Apollo Adlux Hospital Angamaly,Hospital,10.239447761058155,76.37211179789053
Varikkoli Leprosy Hospital,Hospital,9.961659547343066,76.41057631808535
Akshaya Hospital,Hospital,9.972094590652322,76.3019456619407
Neethi Lab,Hospital,9.9349483,76.26077364999999
Dr. Tony's Super Speciality Eye Institute,Hospital,10.108078957667493,76.3541673929402
Kunhalu's Nursing Home,Hospital,9.972715102292137,76.28254405207346
Medical Trust Hospital,Hospital,9.961715223226143,76.28899200586886
Urban Primary Health Centre,Hospital,9.964924703873775,76.30834812139744
CMC Clinic,Hospital,10.052928798291411,76.38277478802242
Fort Kochi Police Station,Police,9.9673515,76.2440364
"Police Station, ET North Cusba",Police,9.9888696,76.2826992
Police Aid Post,Police,9.9866869,76.5778722
Ernakulam Rural DSP office,Police,10.1000756,76.3574874
Customs,Police,9.9691797,76.2512745
Police Aid Post,Police,10.1196694,76.3427074
highway police k-24 n paravur,Police,10.1483663,76.2310992
Office Of Circle Inspector Of Police,Police,10.1481672,76.2310425
Police Signal Control,Police,10.0616167,76.2883836
Police Aid Post,Police,10.0246127,76.3077234
Kerala Railway Police Station,Police,9.9682328,76.2912524
"Janamythri Police Station, Kadavantra",Police,9.9701748,76.2970222
Police Station,Police,10.1512194,76.3383666
Cerebtec Technologies pvt.ltd,Police,9.9960152,76.2891741
Pallipuram Police Station,Police,10.169685,76.1814648
Hill Palace Police Camp,Police,9.9536223,76.360905
Armed Reserve Police Parade Ground,Police,9.9547228,76.3610281
Fisheries Station,Police,9.9735714,76.2442749
Aluva Women Cell,Police,10.1042038,76.3566945
Kuruppampady Police Station,Police,10.1106649,76.5177301
"Police Station,Cheranalloor",Police,10.0567708,76.2876615
Ernakulam Town South Police Station,Police,9.950256,76.2926337
Office of the Commissioner of Police,Police,9.9740482,76.2795549
Police aid post,Police,10.0366732,76.3385102
Police station,Police,10.1120063,76.5181412
Police Aid Post,Police,9.9695308,76.3211645
Police Aid Post,Police,10.1083275,76.3510463
"Police Station, Tripunitura",Police,9.9419781,76.350393
"Armed Reserve Police Station, Thrippunithura",Police,9.9540785,76.3610062
"Inspector General of Police, Crime Branch Ernakulam",Police,9.9426917,76.3505582
"Police Station, Kuruppampady",Police,10.1106342,76.5184662
City Traffic Police Station (East),Police,10.0222535,76.3076516
"Police Station , Elamakkara",Police,10.0120082,76.2904883
"Police Station, Thoppumpady",Police,9.9374813,76.2618844
puthencurz police station,Police,9.9702343,76.4361538
Police Aid Post,Police,9.9494223,76.2917088
ACP Office,Police,9.987113,76.2761633
"Coastal Police Station , Ernakulam",Police,9.968922173062142,76.25155403787981
"Police Station,Vadakkekara",Police,10.179344691468692,76.21021297461017
"Police Station, Mattanchery",Police,9.959684778239907,76.25947088202211
"Police Station,Njarakkal",Police,10.0392312,76.21903365
"Police Station, Mulanthuruthy",Police,9.901518616124005,76.39212483082765
"Police Station,Kalady",Police,10.170845185923955,76.44714292799034
"Police Station,Thadiyittaparambu",Police,10.086879332220423,76.4298618871412
"Police Station,Perumbavoor",Police,10.11519917838437,76.47596685234356
"Police Station,Udayamperoor",Police,9.913829223531351,76.36471490502922
"Police Station,Panangad",Police,9.908078281002815,76.3166050280137
Hill Palace Police Station,Police,9.91847155,76.31549684999999
Naval Police Station,Police,9.9417871156344,76.28569361999631
"Janamaithri Police Station, Kochi Harbour",Police,9.960667938770792,76.26846938005183
"Police Station, Kottappady",Police,10.118202562547149,76.58980842232087
"Police Station, Palluruthy",Police,9.927544234831146,76.27143975950268
"Police Station,Kothamangalam ",Police,10.064556478905605,76.62548733118682
Poilice Quarters,Police,10.049868650080398,76.7137570955434
"Police Station, Kaloorkad",Police,9.969105359129356,76.6707330925724
Pothanicad Police Station,Police,10.0042412010512,76.68369453130785
"Police Station,Pothanicad",Police,10.004356429602485,76.68385207622973
"Police Station,Ambalamedu",Police,9.989379816771889,76.39934079531496
"Janamythri Police Station, Palarivattom",Police,10.002549958213203,76.30589832038282
"Police Station,Ramamangalam",Police,9.94298706449486,76.48185008315603
"Police Station,Vazhakulam",Police,9.943017754190064,76.64042944338948
"Police Station , Puthencruz",Police,9.970255462618423,76.43614736382847
"Police Station,Kunnathunadu",Police,10.023547020871945,76.45059869908646
"Police Station,Nedumbassery",Police,10.159994386203666,76.39281659720066
"Police Station , Koothattukulam",Police,9.86217787935929,76.59538677792196
"Police Station , Piravom",Police,9.865580591930597,76.48949277706751
"Police Station,Edathala",Police,10.089746056542186,76.3943711784266
"Police Station,Kalamassery",Police,10.046250153319884,76.31706823114592
"Police Station,Binanipuram",Police,10.09613587092396,76.32076433010629
"Police Station, Kuttampuzha",Police,10.151086556388726,76.73714749166521
"Kumbalanghi,Police Station",Police,9.879133910711351,76.28808693857147
Central Police Station,Police,9.9870657,76.27618145
Traffic Police Station,Police,9.986853116457102,76.2757445076269
"Police Station, Oonnukal",Police,10.050697786231025,76.71402526886581
Njarakkal Police Station,Police,10.039226777737836,76.21902606530489
"Police Station,Angamaly",Police,10.195080694959325,76.38574343189235
"Police Station,Chengamanad",Police,10.152023758182532,76.33849892295883
"Police Station,Varapuzha",Police,10.071041869410752,76.27234447341361
"Police Station,Aluva West",Police,10.126833816436864,76.3002765492347
"Police Station,Kannamaly",Police,9.885992813447292,76.26093131995826
"Police Station,Aluva East",Police,10.102792138224808,76.35878346438426
Police Quarters,Police,9.936051704127877,76.35209061696062
"Police Station,Ayyampuzha",Police,10.251181318749328,76.47189734538652
"Police Station,North Paravur",Police,10.147777599659584,76.23114770264976
"Police Station,Munambam",Police,10.169494032706854,76.18139920482108
"Police Station,Puthenvelikkara",Police,10.18101243286164,76.24466668926813
Eloor Police Station,Police,10.074122837172895,76.3001922731269
Infopark Police Station and Cyber Crime Police Station,Police,10.006986881935076,76.36151578939777
"Janamaithri Police Station,Thrikkakara",Police,10.020811771846128,76.34535444479069
"Police Station,Mulavukad",Police,10.014197386915534,76.25625140086571
Maradu Police Station,Police,9.936508301347722,76.32822861367077
Central Police Station,Police,9.9870509,76.2759135
"Police Station, Muvattupuzha",Police,9.980540407992534,76.58188209939685
"Traffic Police Station, Perumbavoor",Police,10.117886175670243,76.48056224417606
"Police Station,Chottanikkara",Police,9.932620443197754,76.3906757732975
Fire and Rescue Station Vallarpadam,Fire,10.0695041,76.3136407
Fire and Rescue Station,Fire,9.9691402,76.2848326
"Fire Station, North Paravur",Fire,10.1517378,76.2420256
Kerala fire and rescue station,Fire,10.1782505,76.3741099
"Fire Station, North Paravur",Fire,10.1492169,76.234507
"Fire and rescue station ,Tripunithra",Fire,9.9358139,76.3520539
Fire Station,Fire,10.0721672,76.317397
CIAL Fire Station,Fire,10.15571251677436,76.40318287983578
Fire and Rescue Station Angamaly,Fire,10.179423262637,76.37851844480385
"Fire and Rescue Station, Perumbavoor",Fire,10.117285273271728,76.49335221211486
District Fire & Rescue Station,Fire,9.9742807,76.29555785000001
"Fire and Rescue Station, Mattancherry",Fire,9.958849173095944,76.25769833837785
"Fire and Rescue Station, Tripunithura",Fire,9.935838350212798,76.35213594882612
Fire and Rescue Station Aluva,Fire,10.107517,76.3509077
"Fire and Rescue Station, Kalloorkad",Fire,9.96490433018137,76.67110377572367
"Fire & Rescue Station, Mulanthuruthy",Fire,9.912267873986334,76.40680435585492
"Fire and Rescue Station, Paravur",Fire,10.151729216866984,76.24201662412129
"Fire and Rescue Station, Thrikkakara",Fire,10.01948973244234,76.33411721205239
Fire and Rescue Station Muvattupuzha,Fire,9.989475988765564,76.58478417169285
"Fire and Rescue Station,Koothatukulam",Fire,9.864158374154732,76.5916138298723
"Fire Station,Piravom",Fire,9.871810895898674,76.48974147104204
Regional Institute of Ophthalmology,Hospital,8.4998439,76.9410501
Dr Govindans Hospital,Hospital,8.4986554,76.9431315
RIMS,Hospital,8.6018701,76.992477
B.N.V. Hospital,Hospital,8.4417835,76.9572485
"Cosmopolitan Hospital, Pattom",Hospital,8.5157434,76.9358086
"Chaithanya Eye Hospital and Research Institute, Karamana",Hospital,8.4848714,76.9721732
PRS Hospital,Hospital,8.4811163,76.9592286
Government Hospital Peroorkada,Hospital,8.5352501,76.9674372
University Health Center,Hospital,8.5626415,76.884154
Regional Cancer Centre,Hospital,8.5206614,76.9245217
CSI MIssion Hospital,Hospital,8.5746272,76.8685923
Government District Hospital,Hospital,8.603885,77.0007731
Cocoland Panchakarma Centre,Hospital,8.3871291,76.9784957
Dhanvantari,Hospital,8.388934,76.9788445
Immunisation Clinic,Hospital,8.5238688,76.9249893
"Medical College, Thiruvananthapuram",Hospital,8.5209794,76.9226146
Arsha Ayurvedic Hospital,Hospital,8.4204428,76.9727202
Navajeevan Naturopathy,Hospital,8.5282962,76.9412903
Pets Clinic Enchakkal,Hospital,8.4787343,76.9373026
Elikkunnam Mugal,Hospital,8.8239748,76.8094399
Merry Land,Hospital,8.3888369,76.9783443
Oliva,Hospital,8.3853064,76.9802607
Casuality,Hospital,8.523588,76.9281025
Government Eye Hospital,Hospital,8.4990262,76.9601725
Sivagiri Sree Narayana Medical Mission Hospital,Hospital,8.7295836,76.7335922
Medical College OP,Hospital,8.5699592,76.8722107
Dental College OP Block,Hospital,8.5224562,76.9291783
saji hospital,Hospital,8.5597929,76.8741626
Amar Maternity & Fertility Centre,Hospital,8.7000589,76.8145453
"Ahalia Foundation Eye Hospital, Ulloor",Hospital,8.5294469,76.9311827
Taluk Head Quarter Hospital Blood Bank,Hospital,8.6609709,76.7866699
Ponnambalam Child Care Hospital,Hospital,8.3936954,77.0891064
Iris Eye Hospital,Hospital,8.5002523,76.9503021
Medical Trust Hospital And Maternity Home,Hospital,8.4270521,77.0436389
S.R.Hospital and Surgical Centre,Hospital,8.4499901,76.9508996
Sarala Memorial Hospital,Hospital,8.7668272,76.8766366
Karunya Hospital and Diabetic Centre,Hospital,8.6208165,76.8939061
Attikal Devi Institute Of Medical Sciences Ltd,Hospital,8.4685083,76.9551844
KTCT Hospital,Hospital,8.7349955,76.8090235
"Vasan Eye Care Hospital, Thiruvananthapuram",Hospital,8.5170591,76.9391314
Credence Hospital Private Limited,Hospital,8.5289778,76.9312611
Santhigiri Ayurveda Hospital and Research Institute,Hospital,8.6351086,76.8977241
Divya Prabha Eye Hospital,Hospital,8.510469,76.9281267
Sree Gokulam Medical College and Research Foundation,Hospital,8.6916939,76.9140735
Rollands Hospital,Hospital,8.4101877,77.0713194
GG Hospital,Hospital,8.5158714,76.9333546
"S K Hospital, Thiruvananthapuram",Hospital,8.5055538,76.9714138
Vasudeva Vilasam Aryavaidyasala and Nursing Home,Hospital,8.4838023,76.9458067
Leela Ravi Medical Trust Hospital,Hospital,8.675931,76.9105679
Lords Hospital,Hospital,8.5074014,76.9108401
Samad Ivf Hospitals,Hospital,8.4953845,76.9368321
K.J.K. Hospital,Hospital,8.5417947,76.9392219
Pankajakasthuri Ayurveda Hospital Killi Kattakada Trivandrum,Hospital,8.5035298,77.0711906
Anithara Hospital,Hospital,8.3192807,77.0709184
Sree Chitra Tirunal Institute For Medical Science,Hospital,8.521735,76.9265002
Sri Ramakrishna Ashrama Charitable Hospital,Hospital,8.5129468,76.9744447
Gowreesha Hospital,Hospital,8.5084545,76.9381973
Sanjeevani Ayurveda Hospital and Research Institute,Hospital,8.5114202,76.928194
"Government Ayurveda College Hospital, Thiruvananthapuram",Hospital,8.4966499,76.9789414
Ruckmoni Memorial Devi Hospital,Hospital,8.442434,77.188033
Arumana Hospital,Hospital,8.4812688,76.9376032
Chakrabarti Eye Care Centre,Hospital,8.5241037,76.9367456
Meditrina Hospital,Hospital,8.5155146,76.9442242
Govt Ayurveda Hospital,Hospital,8.408622,77.0753164
Govt Homeopathy Hospital,Hospital,8.4094806,77.0743619
Trinity Hospital,Hospital,8.3853717,77.1156405
priya dental clinic,Hospital,8.5609057,76.9424948
health centre,Hospital,8.5611323,76.9435812
skincare speciality hospital,Hospital,8.5138086,76.9297406
Susrutha Ayurveda Hospital,Hospital,8.5075924,77.0856917
Mamal Hospital,Hospital,8.5064228,77.0880137
Dr.Sudheendra Ghosh Clinic,Hospital,8.5107333,76.9286812
Saraswathy Hospital City Center,Hospital,8.510858,76.9282609
Parvathy Hospital And Clinical Laboratory,Hospital,8.4878598,77.0369063
Jayanthi hopital,Hospital,8.3576147,77.0539406
Taluk Head Quarters Hospital Malayinkeezhu,Hospital,8.4832337,77.044912
"SAF Hospital, Vattappara",Hospital,8.5932512,76.9523308
Travncore Hospital,Hospital,8.5080425,77.0266299
PNM Hospital,Hospital,8.5049353,77.0749998
Family Health Center Maranalloor,Hospital,8.4676474,77.0748335
kandala co-operative hospitel,Hospital,8.4711858,77.0724766
Ayurveda Hospital Vamanapuram,Hospital,8.7227309,76.8968006
Homeo Hospital Vamanapuram,Hospital,8.7227857,76.8967419
"ESI Hospital, Peroorkada",Hospital,8.5342093,76.9672479
Siddha Hospital,Hospital,8.4075781,77.0755217
Geetha Hospital,Hospital,8.5218394,76.9780114
SM Hospitals,Hospital,8.8248532,76.8147961
"Homeo Hospital,Pezhummoodu",Hospital,8.5527741,77.0946899
G C Hospital,Hospital,8.5685815,77.10329
Homeopathic Medical College Ground,Hospital,8.4660146,76.9611973
akshaya,Hospital,8.5562875,76.9043348
Aj hospital,Hospital,8.5681389,76.8728365
Kavitha hospital,Hospital,8.6248001,76.8484342
safa hospital,Hospital,8.6261897,76.8707584
Welcare Hospital,Hospital,8.7558642,76.794224
Adithya Medicals,Hospital,8.5609315,76.9435495
Puthenthope Hospital,Hospital,8.5754733,76.8429654
Deepa Medicals,Hospital,8.4810455,76.9419305
Govt. Homeopathic Hospital,Hospital,8.4840396,76.9470334
Pankaja Kasthuri Ayurveda Medical College,Hospital,8.5033318,77.0705665
Neyyar Medicity,Hospital,8.5015783,77.0698428
Dr.Farook's Children & Women Hospital,Hospital,8.4567331,76.9502634
Military Hospital,Hospital,8.5026633,76.9820256
Babu Kuttan Skin Hospital,Hospital,8.5143303,76.9728688
"PAYIs Pet clinic - veterinary hospital (Trivandrum Pet Clinic) , Veterinary medicines and Pet Supplies",Hospital,8.5141556,76.9772201
Suchitra Medical Centre,Hospital,8.7677472,76.8769678
Saji Hospital,Hospital,8.7688315,76.8777197
Govt. Siddha Hospital,Hospital,8.6973978,76.8347885
Eye Hospital,Hospital,8.4998523,76.9477078
Bava Hospital,Hospital,8.6897074,76.8365075
Family Health Centre Thiruvallom,Hospital,8.4445168,76.9541901
Primary Health Centre Chettivilakam,Hospital,8.5465615,76.9505674
Primary Health Centre Ulloor,Hospital,8.5449031,76.9078035
Family Health Centre Mudakkal,Hospital,8.6871888,76.8657251
Primary Health Centre Chemboor,Hospital,8.4769446,77.1512305
Divya Medicals,Hospital,8.5138493,76.9273529
MVM Hospital,Hospital,8.7873485,76.7584787
Dr.Abuz Hospital and Diabetic Speciality Care Centre,Hospital,8.7682995,76.7248482
Saradha Hospital,Hospital,8.7652882,76.7242199
Family Health Centre Veeranakavu,Hospital,8.520463,77.1176871
Primary Health centre Mukkola (Vizhinjam New),Hospital,8.3860615,77.0133712
Family Health centre Mayam,Hospital,8.5234299,77.179764
Family Health centre Anad,Hospital,8.6395769,77.003322
Primary Health Centre kanjiramkulam,Hospital,8.3600092,77.0535787
Primary Health centre Nagaroor,Hospital,8.7361398,76.8493047
